,NomeArquivo,Setor,Evento,NumeroProcesso,AnoProcesso,Relator,Sigilo,Assunto,Jurisdicionado,Informacao,Contato
20,DAE_EXP_100005_2020_0012.pdf,DAE_EXP   ,20,100005,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA APOSENTADORIA CONCEDIDA AO(À) SERVIDOR(A) (...).,INSTITUTO DE PREVIDÊNCIA SOCIAL DE SÃO GONÇALO DO AMARANTE,bla21,a51
21,DE_100116_2020_0001.pdf,DE        ,0,100116,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LARISSA ALMEIDA NASCIMENTO.,TRIBUNAL DE JUSTIÇA,bla22,a52
22,DE_100116_2020_0002.pdf,DE,1,100116,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LARISSA ALMEIDA NASCIMENTO.,TRIBUNAL DE JUSTIÇA,bla23,a53
23,DE_100116_2020_0003.pdf,DE,2,100116,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LARISSA ALMEIDA NASCIMENTO.,TRIBUNAL DE JUSTIÇA,bla24,a54
24,DE_100116_2020_0004.pdf,DE,3,100116,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LARISSA ALMEIDA NASCIMENTO.,TRIBUNAL DE JUSTIÇA,bla25,a55
25,DAP_ADM_100116_2020_0005.pdf,DAP_ADM,6,100116,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LARISSA ALMEIDA NASCIMENTO.,TRIBUNAL DE JUSTIÇA,bla26,a56
26,DAP_100116_2020_0006.pdf,DAP,8,100116,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LARISSA ALMEIDA NASCIMENTO.,TRIBUNAL DE JUSTIÇA,bla27,a57
27,GAANA_100116_2020_0007.pdf,GAANA,10,100116,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LARISSA ALMEIDA NASCIMENTO.,TRIBUNAL DE JUSTIÇA,bla28,a58
28,DAE_MANDA_100116_2020_0008.pdf,DAE_MANDA,13,100116,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LARISSA ALMEIDA NASCIMENTO.,TRIBUNAL DE JUSTIÇA,bla29,a59
29,DAE_EXP_100116_2020_0009.pdf,DAE_EXP,15,100116,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LARISSA ALMEIDA NASCIMENTO.,TRIBUNAL DE JUSTIÇA,bla30,a60
30,DAE_EXP_100116_2020_0010.pdf,DAE_EXP,16,100116,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LARISSA ALMEIDA NASCIMENTO.,TRIBUNAL DE JUSTIÇA,bla31,a61
31,DAE_EXP_100116_2020_0011.pdf,DAE_EXP,17,100116,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LARISSA ALMEIDA NASCIMENTO.,TRIBUNAL DE JUSTIÇA,bla32,a62
32,DAE_EXP_100116_2020_0012.pdf,DAE_EXP,18,100116,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LARISSA ALMEIDA NASCIMENTO.,TRIBUNAL DE JUSTIÇA,bla33,a63
33,GAANA_100116_2020_0013.pdf,GAANA,21,100116,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LARISSA ALMEIDA NASCIMENTO.,TRIBUNAL DE JUSTIÇA,bla34,a64
34,DAP_ADM_100116_2020_0014.pdf,DAP_ADM,24,100116,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LARISSA ALMEIDA NASCIMENTO.,TRIBUNAL DE JUSTIÇA,bla35,a65
35,DAP_100116_2020_0015.pdf,DAP,26,100116,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LARISSA ALMEIDA NASCIMENTO.,TRIBUNAL DE JUSTIÇA,bla36,a66
36,GAANA_100116_2020_0016.pdf,GAANA     ,29,100116,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LARISSA ALMEIDA NASCIMENTO.,TRIBUNAL DE JUSTIÇA,bla37,a67
37,secss_100116_2020_0017.pdf,secss,30,100116,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LARISSA ALMEIDA NASCIMENTO.,TRIBUNAL DE JUSTIÇA,bla38,a68
38,SECSS_100116_2020_0018.pdf,SECSS     ,31,100116,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LARISSA ALMEIDA NASCIMENTO.,TRIBUNAL DE JUSTIÇA,bla39,a69
39,SECSS_100116_2020_0019.pdf,SECSS,32,100116,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LARISSA ALMEIDA NASCIMENTO.,TRIBUNAL DE JUSTIÇA,bla40,a70
40,DAE_EXP_100116_2020_0020.pdf,DAE_EXP,36,100116,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) LARISSA ALMEIDA NASCIMENTO.,TRIBUNAL DE JUSTIÇA,bla41,a71
41,DE_100121_2020_0001.pdf,DE        ,0,100121,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) (...).,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla42,a72
42,DE_100121_2020_0002.pdf,DE,1,100121,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) (...).,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla43,a73
43,DE_100121_2020_0003.pdf,DE,2,100121,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) (...).,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla44,a74
44,DE_100121_2020_0004.pdf,DE,3,100121,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) (...).,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla45,a75
45,DAP_ADM_100121_2020_0005.pdf,DAP_ADM,6,100121,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) (...).,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla46,a76
46,DAP_100121_2020_0006.pdf,DAP,8,100121,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) (...).,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla47,a77
47,GAANA_100121_2020_0007.pdf,GAANA     ,11,100121,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) (...).,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla48,a78
48,secss_100121_2020_0008.pdf,secss,12,100121,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) (...).,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla49,a79
49,SECSS_100121_2020_0009.pdf,SECSS     ,13,100121,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) (...).,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla50,a80
50,SECSS_100121_2020_0010.pdf,SECSS,14,100121,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) (...).,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla51,a81
51,DAE_EXP_100121_2020_0011.pdf,DAE_EXP,18,100121,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) (...).,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla52,a82
52,DE_100128_2020_0001.pdf,DE        ,0,100128,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) REJANE SONARA DA SILVA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla53,a83
53,DE_100128_2020_0002.pdf,DE,1,100128,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) REJANE SONARA DA SILVA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla54,a84
54,DE_100128_2020_0003.pdf,DE,2,100128,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) REJANE SONARA DA SILVA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla55,a85
55,DE_100128_2020_0004.pdf,DE,3,100128,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) REJANE SONARA DA SILVA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla56,a86
56,DAP_ADM_100128_2020_0005.pdf,DAP_ADM,6,100128,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) REJANE SONARA DA SILVA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla57,a87
57,DAP_100128_2020_0006.pdf,DAP,8,100128,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) REJANE SONARA DA SILVA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla58,a88
58,GAMAR_100128_2020_0007.pdf,GAMAR,10,100128,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) REJANE SONARA DA SILVA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla59,a89
59,DAP_ADM_100128_2020_0013.pdf,DAP_ADM,19,100128,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) REJANE SONARA DA SILVA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla60,a90
60,DAP_100128_2020_0014.pdf,DAP,21,100128,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) REJANE SONARA DA SILVA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla61,a91
61,GAMAR_100128_2020_0015.pdf,GAMAR     ,24,100128,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) REJANE SONARA DA SILVA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla62,a92
62,secss_100128_2020_0016.pdf,secss,25,100128,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) REJANE SONARA DA SILVA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla63,a93
63,SECSS_100128_2020_0017.pdf,SECSS     ,26,100128,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) REJANE SONARA DA SILVA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla64,a94
64,SECSS_100128_2020_0018.pdf,SECSS,27,100128,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) REJANE SONARA DA SILVA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla65,a95
65,DAE_EXP_100128_2020_0020.pdf,DAE_EXP,30,100128,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) REJANE SONARA DA SILVA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla66,a96
66,DAE_EXP_100128_2020_0021.pdf,DAE_EXP,32,100128,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) REJANE SONARA DA SILVA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla67,a97
67,DAE_EXP_100128_2020_0022.pdf,DAE_EXP,33,100128,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) REJANE SONARA DA SILVA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla68,a98
68,DAE_EXP_100128_2020_0023.pdf,DAE_EXP,36,100128,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) REJANE SONARA DA SILVA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla69,a99
69,GAMAR_100128_2020_0024.pdf,GAMAR,39,100128,2020,MARCO ANTÔNIO DE MORAES RÊGO MONTENEGRO,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) REJANE SONARA DA SILVA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla70,a100
70,DE_100130_2020_0001.pdf,DE        ,0,100130,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) THAYNARA DANYELLE DE OLIVEIRA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla71,a101
71,DE_100130_2020_0002.pdf,DE,1,100130,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) THAYNARA DANYELLE DE OLIVEIRA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla72,a102
72,DE_100130_2020_0003.pdf,DE,2,100130,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) THAYNARA DANYELLE DE OLIVEIRA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla73,a103
73,DE_100130_2020_0004.pdf,DE,3,100130,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) THAYNARA DANYELLE DE OLIVEIRA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla74,a104
74,DAP_ADM_100130_2020_0005.pdf,DAP_ADM,6,100130,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) THAYNARA DANYELLE DE OLIVEIRA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla75,a105
75,DAP_100130_2020_0006.pdf,DAP,8,100130,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) THAYNARA DANYELLE DE OLIVEIRA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla76,a106
76,GAANA_100130_2020_0007.pdf,GAANA     ,11,100130,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) THAYNARA DANYELLE DE OLIVEIRA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla77,a107
77,secss_100130_2020_0008.pdf,secss,12,100130,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) THAYNARA DANYELLE DE OLIVEIRA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla78,a108
78,SECSS_100130_2020_0009.pdf,SECSS,13,100130,2020,ANA PAULA DE OLIVEIRA GOMES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) THAYNARA DANYELLE DE OLIVEIRA.,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla79,a109
79,DE_100133_2020_0001.pdf,DE        ,0,100133,2020,ANTÔNIO GILBERTO DE OLIVEIRA JALES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) VICTOR GOMES DE MORAIS,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla80,a110
80,DE_100133_2020_0002.pdf,DE,1,100133,2020,ANTÔNIO GILBERTO DE OLIVEIRA JALES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) VICTOR GOMES DE MORAIS,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla81,a111
81,DE_100133_2020_0003.pdf,DE,2,100133,2020,ANTÔNIO GILBERTO DE OLIVEIRA JALES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) VICTOR GOMES DE MORAIS,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla82,a112
82,DAP_ADM_100133_2020_0004.pdf,DAP_ADM,5,100133,2020,ANTÔNIO GILBERTO DE OLIVEIRA JALES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) VICTOR GOMES DE MORAIS,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla83,a113
83,DAP_100133_2020_0005.pdf,DAP,7,100133,2020,ANTÔNIO GILBERTO DE OLIVEIRA JALES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) VICTOR GOMES DE MORAIS,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla84,a114
84,GCGIL_100133_2020_0006.pdf,GCGIL,9,100133,2020,ANTÔNIO GILBERTO DE OLIVEIRA JALES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) VICTOR GOMES DE MORAIS,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla85,a115
85,PROC_100133_2020_0007.pdf,PROC      ,11,100133,2020,ANTÔNIO GILBERTO DE OLIVEIRA JALES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) VICTOR GOMES DE MORAIS,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla86,a116
86,PROC_ATP_100133_2020_0008.pdf,PROC_ATP,13,100133,2020,ANTÔNIO GILBERTO DE OLIVEIRA JALES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) VICTOR GOMES DE MORAIS,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla87,a117
87,GCGIL_100133_2020_0009.pdf,GCGIL     ,18,100133,2020,ANTÔNIO GILBERTO DE OLIVEIRA JALES,,APRECIAÇÃO DA NOMEAÇÃO PARA CARGO EFETIVO DO(A) SENHOR(A) VICTOR GOMES DE MORAIS,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,bla88,a118
