NomeArquivo;IdentificadorSetor;setor;evento;numero_processo;ano_processo;relator;sigilo;assunto;jurisdicionado;ordem;resumo;Decisao;ContatoSetor;ContatoRelator
DAP_BEN_002279_2020_0006.pdf;UT;DAP_BEN;7;002279;2020;TARCÍSIO COSTA;NULL;AUDITORIA DE CONFORMIDADE NA GESTÃO DE BENEFÍCIOS POR MOTIVOS DE INVALIDEZ  - ID 65 - PFA 2019/2020;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO RN;0006;ANEXO 1 - PLANEJAMENTO OPERACIONAL  1- projeto d;N;Nome: DAP-COORDENADORIA DE FISCALIZAÇÃO DE BENEFÍCIOS - Andar: 2  - telefone: 7243;Nome: GAB.CONS. TARCÍSIO COSTA - Andar: 11 - telefone: 7260
DAP_BEN_002279_2020_0007.pdf;UT;DAP_BEN;8;002279;2020;TARCÍSIO COSTA;NULL;AUDITORIA DE CONFORMIDADE NA GESTÃO DE BENEFÍCIOS POR MOTIVOS DE INVALIDEZ  - ID 65 - PFA 2019/2020;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO RN;0007;"ANEXO 2 - NORMAS RELACIONADAS  1- Resolução CFM ";N;Nome: DAP-COORDENADORIA DE FISCALIZAÇÃO DE BENEFÍCIOS - Andar: 2  - telefone: 7243;Nome: GAB.CONS. TARCÍSIO COSTA - Andar: 11 - telefone: 7260
DAP_BEN_002279_2020_0008.pdf;UT;DAP_BEN;9;002279;2020;TARCÍSIO COSTA;NULL;AUDITORIA DE CONFORMIDADE NA GESTÃO DE BENEFÍCIOS POR MOTIVOS DE INVALIDEZ  - ID 65 - PFA 2019/2020;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO RN;0008;ANEXO 3 - MODELOS DE DOCUMENTOS  1- extrato de e;N;Nome: DAP-COORDENADORIA DE FISCALIZAÇÃO DE BENEFÍCIOS - Andar: 2  - telefone: 7243;Nome: GAB.CONS. TARCÍSIO COSTA - Andar: 11 - telefone: 7260
DAP_BEN_002279_2020_0009.pdf;UT;DAP_BEN;10;002279;2020;TARCÍSIO COSTA;NULL;AUDITORIA DE CONFORMIDADE NA GESTÃO DE BENEFÍCIOS POR MOTIVOS DE INVALIDEZ  - ID 65 - PFA 2019/2020;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO RN;0009;ANEXO 4 - PAPÉIS DE TRABALHO  1- organograma das;N;Nome: DAP-COORDENADORIA DE FISCALIZAÇÃO DE BENEFÍCIOS - Andar: 2  - telefone: 7243;Nome: GAB.CONS. TARCÍSIO COSTA - Andar: 11 - telefone: 7260
DAP_BEN_002279_2020_0010.pdf;UT;DAP_BEN;11;002279;2020;TARCÍSIO COSTA;NULL;AUDITORIA DE CONFORMIDADE NA GESTÃO DE BENEFÍCIOS POR MOTIVOS DE INVALIDEZ  - ID 65 - PFA 2019/2020;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO RN;0010;ANEXO 4 - PAPÉIS DE TRABALHO (relatório de benefíc;N;Nome: DAP-COORDENADORIA DE FISCALIZAÇÃO DE BENEFÍCIOS - Andar: 2  - telefone: 7243;Nome: GAB.CONS. TARCÍSIO COSTA - Andar: 11 - telefone: 7260
DAP_BEN_002279_2020_0011.pdf;UT;DAP_BEN;12;002279;2020;TARCÍSIO COSTA;NULL;AUDITORIA DE CONFORMIDADE NA GESTÃO DE BENEFÍCIOS POR MOTIVOS DE INVALIDEZ  - ID 65 - PFA 2019/2020;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO RN;0011;ANEXO 4 - PAPÉIS DE TRABALHO (lista de beneficiári;N;Nome: DAP-COORDENADORIA DE FISCALIZAÇÃO DE BENEFÍCIOS - Andar: 2  - telefone: 7243;Nome: GAB.CONS. TARCÍSIO COSTA - Andar: 11 - telefone: 7260
DAP_BEN_002279_2020_0012.pdf;UT;DAP_BEN;13;002279;2020;TARCÍSIO COSTA;NULL;AUDITORIA DE CONFORMIDADE NA GESTÃO DE BENEFÍCIOS POR MOTIVOS DE INVALIDEZ  - ID 65 - PFA 2019/2020;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO RN;0012;ANEXO 4 - PAPÉIS DE TRABALHO (folha de pagamento d;N;Nome: DAP-COORDENADORIA DE FISCALIZAÇÃO DE BENEFÍCIOS - Andar: 2  - telefone: 7243;Nome: GAB.CONS. TARCÍSIO COSTA - Andar: 11 - telefone: 7260
DAP_BEN_002279_2020_0013.pdf;UT;DAP_BEN;14;002279;2020;TARCÍSIO COSTA;NULL;AUDITORIA DE CONFORMIDADE NA GESTÃO DE BENEFÍCIOS POR MOTIVOS DE INVALIDEZ  - ID 65 - PFA 2019/2020;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO RN;0013;ANEXO 4 - PAPÉIS DE TRABALHO (folha de pagamento d;N;Nome: DAP-COORDENADORIA DE FISCALIZAÇÃO DE BENEFÍCIOS - Andar: 2  - telefone: 7243;Nome: GAB.CONS. TARCÍSIO COSTA - Andar: 11 - telefone: 7260
DAP_BEN_002279_2020_0014.pdf;UT;DAP_BEN;15;002279;2020;TARCÍSIO COSTA;NULL;AUDITORIA DE CONFORMIDADE NA GESTÃO DE BENEFÍCIOS POR MOTIVOS DE INVALIDEZ  - ID 65 - PFA 2019/2020;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO RN;0014;ANEXO 4 - PAPÉIS DE TRABALHO (resultado do cruzame;N;Nome: DAP-COORDENADORIA DE FISCALIZAÇÃO DE BENEFÍCIOS - Andar: 2  - telefone: 7243;Nome: GAB.CONS. TARCÍSIO COSTA - Andar: 11 - telefone: 7260
DAP_BEN_002279_2020_0015.pdf;UT;DAP_BEN;16;002279;2020;TARCÍSIO COSTA;NULL;AUDITORIA DE CONFORMIDADE NA GESTÃO DE BENEFÍCIOS POR MOTIVOS DE INVALIDEZ  - ID 65 - PFA 2019/2020;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO RN;0015;ANEXO 4 - PAPÉIS DE TRABALHO (acumulações irregula;N;Nome: DAP-COORDENADORIA DE FISCALIZAÇÃO DE BENEFÍCIOS - Andar: 2  - telefone: 7243;Nome: GAB.CONS. TARCÍSIO COSTA - Andar: 11 - telefone: 7260
DAP_BEN_002279_2020_0016.pdf;UT;DAP_BEN;17;002279;2020;TARCÍSIO COSTA;NULL;AUDITORIA DE CONFORMIDADE NA GESTÃO DE BENEFÍCIOS POR MOTIVOS DE INVALIDEZ  - ID 65 - PFA 2019/2020;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO RN;0016;ANEXO 4 - PAPÉIS DE TRABALHO (inconsistência entre;N;Nome: DAP-COORDENADORIA DE FISCALIZAÇÃO DE BENEFÍCIOS - Andar: 2  - telefone: 7243;Nome: GAB.CONS. TARCÍSIO COSTA - Andar: 11 - telefone: 7260
DAP_BEN_002279_2020_0017.pdf;UT;DAP_BEN;18;002279;2020;TARCÍSIO COSTA;NULL;AUDITORIA DE CONFORMIDADE NA GESTÃO DE BENEFÍCIOS POR MOTIVOS DE INVALIDEZ  - ID 65 - PFA 2019/2020;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO RN;0017;"ANEXO 5 - DOCUMENTOS RELACIONADOS  1- Ofício nº ";N;Nome: DAP-COORDENADORIA DE FISCALIZAÇÃO DE BENEFÍCIOS - Andar: 2  - telefone: 7243;Nome: GAB.CONS. TARCÍSIO COSTA - Andar: 11 - telefone: 7260
DAP_BEN_002279_2020_0018.pdf;UT;DAP_BEN;19;002279;2020;TARCÍSIO COSTA;NULL;AUDITORIA DE CONFORMIDADE NA GESTÃO DE BENEFÍCIOS POR MOTIVOS DE INVALIDEZ  - ID 65 - PFA 2019/2020;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO RN;0018;...;N;Nome: DAP-COORDENADORIA DE FISCALIZAÇÃO DE BENEFÍCIOS - Andar: 2  - telefone: 7243;Nome: GAB.CONS. TARCÍSIO COSTA - Andar: 11 - telefone: 7260
DAP_BEN_002279_2020_0019.pdf;UT;DAP_BEN;20;002279;2020;TARCÍSIO COSTA;NULL;AUDITORIA DE CONFORMIDADE NA GESTÃO DE BENEFÍCIOS POR MOTIVOS DE INVALIDEZ  - ID 65 - PFA 2019/2020;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO RN;0019;Termo de Apensamento;N;Nome: DAP-COORDENADORIA DE FISCALIZAÇÃO DE BENEFÍCIOS - Andar: 2  - telefone: 7243;Nome: GAB.CONS. TARCÍSIO COSTA - Andar: 11 - telefone: 7260
DAP_BEN_002279_2020_0020.pdf;UT;DAP_BEN;21;002279;2020;TARCÍSIO COSTA;NULL;AUDITORIA DE CONFORMIDADE NA GESTÃO DE BENEFÍCIOS POR MOTIVOS DE INVALIDEZ  - ID 65 - PFA 2019/2020;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO RN;0020;...;N;Nome: DAP-COORDENADORIA DE FISCALIZAÇÃO DE BENEFÍCIOS - Andar: 2  - telefone: 7243;Nome: GAB.CONS. TARCÍSIO COSTA - Andar: 11 - telefone: 7260
DAP_BEN_002279_2020_0021.pdf;UT;DAP_BEN;22;002279;2020;TARCÍSIO COSTA;NULL;AUDITORIA DE CONFORMIDADE NA GESTÃO DE BENEFÍCIOS POR MOTIVOS DE INVALIDEZ  - ID 65 - PFA 2019/2020;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO RN;0021;...;N;Nome: DAP-COORDENADORIA DE FISCALIZAÇÃO DE BENEFÍCIOS - Andar: 2  - telefone: 7243;Nome: GAB.CONS. TARCÍSIO COSTA - Andar: 11 - telefone: 7260
DAP_002279_2020_0022.pdf;UT;DAP;24;002279;2020;TARCÍSIO COSTA;NULL;AUDITORIA DE CONFORMIDADE NA GESTÃO DE BENEFÍCIOS POR MOTIVOS DE INVALIDEZ  - ID 65 - PFA 2019/2020;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO RN;0022;Apresentada a manifestação da Unidade Técnica em c;N;Nome: DAP-DIR. ATOS DE PESSOAL - Andar: 2  - telefone: 7347;Nome: GAB.CONS. TARCÍSIO COSTA - Andar: 11 - telefone: 7260
DE_002160_2020_0001.pdf;OUTRO;DE;0;002160;2020;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA DE CONFORMIDADE COORDENADA NACIONAL NA ACUMULAÇÃO DE CARGOS PÚBLICOS E CUMPRIMENTO DO TETO CONSTITUCIONAL - ID 68 - PFA19-20;PREFEITURA MUNICIPAL DE NATAL;0001;Capa;N;Nome: DE-DIRETORIA DE EXPEDIENTE - Andar: 0  - telefone: 7375;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DE_002160_2020_0002.pdf;OUTRO;DE;1;002160;2020;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA DE CONFORMIDADE COORDENADA NACIONAL NA ACUMULAÇÃO DE CARGOS PÚBLICOS E CUMPRIMENTO DO TETO CONSTITUCIONAL - ID 68 - PFA19-20;PREFEITURA MUNICIPAL DE NATAL;0002;Informacao_Importada_Memorando_TCE;N;Nome: DE-DIRETORIA DE EXPEDIENTE - Andar: 0  - telefone: 7375;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DDP_002160_2020_0003.pdf;UT;DDP;3;002160;2020;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA DE CONFORMIDADE COORDENADA NACIONAL NA ACUMULAÇÃO DE CARGOS PÚBLICOS E CUMPRIMENTO DO TETO CONSTITUCIONAL - ID 68 - PFA19-20;PREFEITURA MUNICIPAL DE NATAL;0003;Relatório de Auditoria Nº 007/2020-DDP/TCE-RN;N;Nome: DDP-DIR.DE DESPESA COM PESSOAL - Andar: 4  - telefone: 7249;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DDP_002160_2020_0004.pdf;UT;DDP;4;002160;2020;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA DE CONFORMIDADE COORDENADA NACIONAL NA ACUMULAÇÃO DE CARGOS PÚBLICOS E CUMPRIMENTO DO TETO CONSTITUCIONAL - ID 68 - PFA19-20;PREFEITURA MUNICIPAL DE NATAL;0004;Anexo 1;N;Nome: DDP-DIR.DE DESPESA COM PESSOAL - Andar: 4  - telefone: 7249;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DDP_002160_2020_0005.pdf;UT;DDP;5;002160;2020;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA DE CONFORMIDADE COORDENADA NACIONAL NA ACUMULAÇÃO DE CARGOS PÚBLICOS E CUMPRIMENTO DO TETO CONSTITUCIONAL - ID 68 - PFA19-20;PREFEITURA MUNICIPAL DE NATAL;0005;Anexo 2;N;Nome: DDP-DIR.DE DESPESA COM PESSOAL - Andar: 4  - telefone: 7249;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DDP_002160_2020_0006.pdf;UT;DDP;6;002160;2020;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA DE CONFORMIDADE COORDENADA NACIONAL NA ACUMULAÇÃO DE CARGOS PÚBLICOS E CUMPRIMENTO DO TETO CONSTITUCIONAL - ID 68 - PFA19-20;PREFEITURA MUNICIPAL DE NATAL;0006;Anexo 3;N;Nome: DDP-DIR.DE DESPESA COM PESSOAL - Andar: 4  - telefone: 7249;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DDP_002160_2020_0007.pdf;UT;DDP;7;002160;2020;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA DE CONFORMIDADE COORDENADA NACIONAL NA ACUMULAÇÃO DE CARGOS PÚBLICOS E CUMPRIMENTO DO TETO CONSTITUCIONAL - ID 68 - PFA19-20;PREFEITURA MUNICIPAL DE NATAL;0007;Anexo 4;N;Nome: DDP-DIR.DE DESPESA COM PESSOAL - Andar: 4  - telefone: 7249;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DDP_002160_2020_0008.pdf;UT;DDP;8;002160;2020;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA DE CONFORMIDADE COORDENADA NACIONAL NA ACUMULAÇÃO DE CARGOS PÚBLICOS E CUMPRIMENTO DO TETO CONSTITUCIONAL - ID 68 - PFA19-20;PREFEITURA MUNICIPAL DE NATAL;0008;Anexo 5;N;Nome: DDP-DIR.DE DESPESA COM PESSOAL - Andar: 4  - telefone: 7249;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
GCCTH_002160_2020_0009.pdf;RELATOR;GCCTH;10;002160;2020;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA DE CONFORMIDADE COORDENADA NACIONAL NA ACUMULAÇÃO DE CARGOS PÚBLICOS E CUMPRIMENTO DO TETO CONSTITUCIONAL - ID 68 - PFA19-20;PREFEITURA MUNICIPAL DE NATAL;0009;Despacho. DAE.;N;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_MANDA_002160_2020_0010.pdf;OUTRO;DAE_MANDA;14;002160;2020;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA DE CONFORMIDADE COORDENADA NACIONAL NA ACUMULAÇÃO DE CARGOS PÚBLICOS E CUMPRIMENTO DO TETO CONSTITUCIONAL - ID 68 - PFA19-20;PREFEITURA MUNICIPAL DE NATAL;0010;MANDADO DE NOTIFICAÇÃO POR VIA POSTAL.............;N;Nome: DAE-MANDADOS - Andar: 1  - telefone: 7351;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_EXP_002160_2020_0011.pdf;OUTRO;DAE_EXP;16;002160;2020;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA DE CONFORMIDADE COORDENADA NACIONAL NA ACUMULAÇÃO DE CARGOS PÚBLICOS E CUMPRIMENTO DO TETO CONSTITUCIONAL - ID 68 - PFA19-20;PREFEITURA MUNICIPAL DE NATAL;0011;Informação de Retorno do AR;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_EXP_002160_2020_0012.pdf;OUTRO;DAE_EXP;17;002160;2020;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA DE CONFORMIDADE COORDENADA NACIONAL NA ACUMULAÇÃO DE CARGOS PÚBLICOS E CUMPRIMENTO DO TETO CONSTITUCIONAL - ID 68 - PFA19-20;PREFEITURA MUNICIPAL DE NATAL;0012;Termo de Apensamento;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_EXP_002160_2020_0013.pdf;OUTRO;DAE_EXP;18;002160;2020;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA DE CONFORMIDADE COORDENADA NACIONAL NA ACUMULAÇÃO DE CARGOS PÚBLICOS E CUMPRIMENTO DO TETO CONSTITUCIONAL - ID 68 - PFA19-20;PREFEITURA MUNICIPAL DE NATAL;0013;Espelho de comunicação processual....;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_EXP_002160_2020_0014.pdf;OUTRO;DAE_EXP;19;002160;2020;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA DE CONFORMIDADE COORDENADA NACIONAL NA ACUMULAÇÃO DE CARGOS PÚBLICOS E CUMPRIMENTO DO TETO CONSTITUCIONAL - ID 68 - PFA19-20;PREFEITURA MUNICIPAL DE NATAL;0014;Certidão DAE;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
GCCTH_002160_2020_0015.pdf;RELATOR;GCCTH;22;002160;2020;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA DE CONFORMIDADE COORDENADA NACIONAL NA ACUMULAÇÃO DE CARGOS PÚBLICOS E CUMPRIMENTO DO TETO CONSTITUCIONAL - ID 68 - PFA19-20;PREFEITURA MUNICIPAL DE NATAL;0015;Decisão. DAE.;N;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
GCCTH_002160_2020_0016.pdf;RELATOR;GCCTH;23;002160;2020;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA DE CONFORMIDADE COORDENADA NACIONAL NA ACUMULAÇÃO DE CARGOS PÚBLICOS E CUMPRIMENTO DO TETO CONSTITUCIONAL - ID 68 - PFA19-20;PREFEITURA MUNICIPAL DE NATAL;0016;Publicação...;N;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_EXP_002160_2020_0017.pdf;OUTRO;DAE_EXP;26;002160;2020;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA DE CONFORMIDADE COORDENADA NACIONAL NA ACUMULAÇÃO DE CARGOS PÚBLICOS E CUMPRIMENTO DO TETO CONSTITUCIONAL - ID 68 - PFA19-20;PREFEITURA MUNICIPAL DE NATAL;0017;Cadastro;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
DAE_EXP_002160_2020_0018.pdf;OUTRO;DAE_EXP;27;002160;2020;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA DE CONFORMIDADE COORDENADA NACIONAL NA ACUMULAÇÃO DE CARGOS PÚBLICOS E CUMPRIMENTO DO TETO CONSTITUCIONAL - ID 68 - PFA19-20;PREFEITURA MUNICIPAL DE NATAL;0018;Certidão DAE;N;Nome: DAE-EXPEDIÇÃO - Andar: 1  - telefone: 7372;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
GCCTH_002160_2020_0019.pdf;RELATOR;GCCTH;30;002160;2020;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA DE CONFORMIDADE COORDENADA NACIONAL NA ACUMULAÇÃO DE CARGOS PÚBLICOS E CUMPRIMENTO DO TETO CONSTITUCIONAL - ID 68 - PFA19-20;PREFEITURA MUNICIPAL DE NATAL;0019;Decisão............;N;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
GCCTH_002160_2020_0020.pdf;RELATOR;GCCTH;31;002160;2020;CARLOS THOMPSON COSTA FERNANDES;NULL;AUDITORIA DE CONFORMIDADE COORDENADA NACIONAL NA ACUMULAÇÃO DE CARGOS PÚBLICOS E CUMPRIMENTO DO TETO CONSTITUCIONAL - ID 68 - PFA19-20;PREFEITURA MUNICIPAL DE NATAL;0020;Publicação...;N;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262;Nome: GAB.CONS. CARLOS THOMPSON C. FERNANDES - Andar: 10 - telefone: 7262
